timestamps,actual,predict
2022-12-29,4.0,4.0
2022-12-30,7.0,7.0
2022-12-31,4.0,4.0
2023-01-01,10.0,10.0
2023-01-02,2.0,2.0
2023-01-03,19.0,19.0
2023-01-04,7.0,7.0
2023-01-05,3.0,3.0
2023-01-06,2.0,2.0
2023-01-07,5.0,5.0
2023-01-08,9.0,9.0
2023-01-09,6.0,6.0
2023-01-10,2.0,2.0
2023-01-11,6.0,6.0
2023-01-12,1.0,1.0
2023-01-13,34.0,34.0
2023-01-14,2.0,2.0
2023-01-15,13.0,13.0
2023-01-16,4.0,4.0
2023-01-17,15.0,15.0
2023-01-18,4.0,4.0
2023-01-19,3.0,3.0
2023-01-20,4.0,4.0
2023-01-21,2.0,2.0
2023-01-22,14.0,14.0
2023-01-23,4.0,4.0
2023-01-24,3.0,3.0
2023-01-25,5.0,5.0
2023-01-26,17.0,17.0
2023-01-27,5.0,5.0
2023-01-28,8.0,8.0
2023-01-29,3.0,3.0
2023-01-30,1.0,1.0
2023-01-31,6.0,6.0
2023-02-01,16.0,16.0
2023-02-02,1.0,1.0
2023-02-03,8.0,8.0
2023-02-04,11.0,11.0
2023-02-05,6.0,6.0
2023-02-06,4.0,4.0
2023-02-07,7.0,7.0
2023-02-08,14.0,14.0
2023-02-09,3.0,3.0
2023-02-10,5.0,5.0
2023-02-11,1.0,1.0
2023-02-12,8.0,8.0
2023-02-13,11.0,11.0
2023-02-14,0.0,0.0
2023-02-15,136.0,136.0
2023-02-16,4.0,4.0
2023-02-17,4.0,4.0
2023-02-18,0.0,0.0
2023-02-19,6.0,6.0
2023-02-20,6.0,6.0
2023-02-21,3.0,3.0
2023-02-22,6.0,6.0
2023-02-23,7.0,3.212
2023-02-24,1.0,2.084
2023-02-25,7.0,3.212
2023-02-26,5.0,2.817
2023-02-27,9.0,3.629
2023-02-28,4.0,2.633
2023-03-01,4.0,2.633
2023-03-02,19.0,5.776
2023-03-03,7.0,3.212
2023-03-04,2.0,2.267
2023-03-05,5.0,2.817
2023-03-06,4.0,2.633
2023-03-07,3.0,2.45
2023-03-08,5.0,2.817
2023-03-09,8.0,3.42
2023-03-10,8.0,3.42
2023-03-11,10.0,3.839
2023-03-12,9.0,3.629
2023-03-13,8.0,3.42
2023-03-14,5.0,2.817
2023-03-15,8.0,3.42
2023-03-16,2.0,2.267
2023-03-17,4.0,2.633
2023-03-18,4.0,2.633
2023-03-19,3.0,2.45
2023-03-20,12.0,4.26
2023-03-21,3.0,2.45
2023-03-22,10.0,3.839
