timestamps,actual,predict
2023-11-16,1.0,1.0
2023-11-17,70.0,70.0
2023-11-18,2.0,2.0
2023-11-19,2.0,2.0
2023-11-20,6.0,6.0
2023-11-21,1.0,1.0
2023-11-22,3.0,3.0
2023-11-23,4.0,4.0
2023-11-24,5.0,5.0
2023-11-25,2.0,2.0
2023-11-26,1.0,1.0
2023-11-27,12.0,12.0
2023-11-28,9.0,9.0
2023-11-29,5.0,5.0
2023-11-30,5.0,5.0
2023-12-01,1.0,1.0
2023-12-02,5.0,5.0
2023-12-03,3.0,3.0
2023-12-04,5.0,5.0
2023-12-05,6.0,6.0
2023-12-06,3.0,3.0
2023-12-07,2.0,2.0
2023-12-08,4.0,4.0
2023-12-09,6.0,6.0
2023-12-10,5.0,5.0
2023-12-11,6.0,6.0
2023-12-12,5.0,5.0
2023-12-13,2.0,2.0
2023-12-14,18.0,18.0
2023-12-15,1.0,1.0
2023-12-16,12.0,12.0
2023-12-17,3.0,3.0
2023-12-18,0.0,0.0
2023-12-19,2.0,2.0
2023-12-20,3.0,3.0
2023-12-21,17.0,17.0
2023-12-22,7.0,7.0
2023-12-23,2.0,2.0
2023-12-24,17.0,17.0
2023-12-25,0.0,0.0
2023-12-26,4.0,4.0
2023-12-27,2.0,2.0
2023-12-28,5.0,5.0
2023-12-29,3.0,3.0
2023-12-30,3.0,3.0
2023-12-31,6.0,6.0
2024-01-01,1.0,1.0
2024-01-02,1.0,1.0
2024-01-03,4.0,4.0
2024-01-04,3.0,3.0
2024-01-05,4.0,4.0
2024-01-06,8.0,8.0
2024-01-07,4.0,4.0
2024-01-08,1.0,1.0
2024-01-09,5.0,5.0
2024-01-10,4.0,4.0
2024-01-11,2.0,2.959
2024-01-12,10.0,4.588
2024-01-13,5.0,3.567
2024-01-14,6.0,3.771
2024-01-15,5.0,3.567
2024-01-16,6.0,3.771
2024-01-17,6.0,3.771
2024-01-18,108.0,56.648
2024-01-19,1.0,2.757
2024-01-20,9.0,4.383
2024-01-21,8.0,4.179
2024-01-22,6.0,3.771
2024-01-23,6.0,3.771
2024-01-24,2.0,2.959
2024-01-25,4.0,3.364
2024-01-26,10.0,4.588
2024-01-27,2.0,2.959
2024-01-28,10.0,4.588
2024-01-29,13.0,5.208
2024-01-30,3.0,3.161
2024-01-31,3.0,3.161
2024-02-01,2.0,2.959
2024-02-02,2.0,2.959
2024-02-03,2.0,2.959
2024-02-04,11.0,4.793
2024-02-05,4.0,3.364
2024-02-06,2.0,2.959
2024-02-07,3.0,3.161
