unique_id,ds,NLinear,actual,unique_id,ds,DLinear,actual,unique_id,ds,NBEATS,NHITS,actual,unique_id,ds,Informer,Autoformer,VanillaTransformer,actual
1,2022-12-09,71.6239,42,1,2022-12-09,33.454517,42,1,2022-12-09,41.951626,42.271294,42,1,2022-12-09,6.41941,46.85857,42.771847,42
1,2022-12-10,40.658035,64,1,2022-12-10,42.485287,64,1,2022-12-10,41.067867,41.6127,64,1,2022-12-10,6.336111,46.574688,42.736458,64
1,2022-12-11,33.430313,45,1,2022-12-11,36.5166,45,1,2022-12-11,38.17267,42.865883,45,1,2022-12-11,6.184925,47.270218,42.737885,45
1,2022-12-12,48.42476,37,1,2022-12-12,43.57672,37,1,2022-12-12,42.673668,42.064674,37,1,2022-12-12,6.132281,47.514004,42.769268,37
1,2022-12-13,59.525627,30,1,2022-12-13,45.856773,30,1,2022-12-13,39.456127,41.679497,30,1,2022-12-13,6.376508,47.267933,42.78845,30
1,2022-12-14,44.58823,19,1,2022-12-14,49.156868,19,1,2022-12-14,40.211548,42.39366,19,1,2022-12-14,6.376198,48.27674,42.76982,19
1,2022-12-15,56.37863,30,1,2022-12-15,41.67352,30,1,2022-12-15,41.220497,42.65406,30,1,2022-12-15,6.337258,48.456417,42.73296,30
1,2022-12-16,59.215263,22,1,2022-12-16,43.262016,22,1,2022-12-16,47.724075,44.35242,22,1,2022-12-16,6.757418,48.117153,42.717342,22
1,2022-12-17,57.15193,37,1,2022-12-17,46.427044,37,1,2022-12-17,42.68068,41.62237,37,1,2022-12-17,6.757282,49.53567,42.70628,37
1,2022-12-18,37.69748,20,1,2022-12-18,42.113823,20,1,2022-12-18,37.291927,40.786373,20,1,2022-12-18,6.757172,49.304516,42.711025,20
1,2022-12-19,67.05602,29,1,2022-12-19,49.55277,29,1,2022-12-19,40.08299,41.50338,29,1,2022-12-19,6.757097,48.44815,42.750378,29
1,2022-12-20,39.265205,30,1,2022-12-20,39.2821,30,1,2022-12-20,37.14266,40.934845,30,1,2022-12-20,6.75699,48.492535,42.761528,30
1,2022-12-21,44.615906,35,1,2022-12-21,36.81631,35,1,2022-12-21,39.13556,41.253002,35,1,2022-12-21,6.7569,48.70368,42.737633,35
1,2022-12-22,33.05389,22,1,2022-12-22,46.853527,22,1,2022-12-22,41.14087,41.015785,22,1,2022-12-22,6.508766,49.33284,42.741898,22
1,2022-12-23,50.814484,28,1,2022-12-23,35.837795,28,1,2022-12-23,43.76436,38.81708,28,1,2022-12-23,6.695269,49.213753,42.706017,28
1,2022-12-24,59.503174,33,1,2022-12-24,42.797737,33,1,2022-12-24,41.190643,39.448803,33,1,2022-12-24,6.384982,49.59653,42.73991,33
1,2022-12-25,50.1712,20,1,2022-12-25,52.143696,20,1,2022-12-25,38.808163,37.89066,20,1,2022-12-25,6.268968,50.343987,42.762596,20
1,2022-12-26,40.01421,18,1,2022-12-26,37.997837,18,1,2022-12-26,42.813362,39.485165,18,1,2022-12-26,6.159766,49.593704,42.77458,18
