unique_id,ds,NLinear,actual,unique_id,ds,DLinear,actual,unique_id,ds,NBEATS,NHITS,actual,unique_id,ds,Informer,Autoformer,VanillaTransformer,actual
1,2022-12-09,8.984018,5,1,2022-12-09,7.281966,5,1,2022-12-09,9.801091,10.242218,5,1,2022-12-09,2.380068,7.90383,7.012192,5
1,2022-12-10,11.05777,5,1,2022-12-10,7.807152,5,1,2022-12-10,10.050244,10.404343,5,1,2022-12-10,3.500985,9.146223,6.990913,5
1,2022-12-11,9.441545,1,1,2022-12-11,7.021092,1,1,2022-12-11,9.538692,10.197071,1,1,2022-12-11,3.494428,9.701238,6.987357,1
1,2022-12-12,6.474362,6,1,2022-12-12,6.790625,6,1,2022-12-12,9.853395,10.259253,6,1,2022-12-12,3.451544,9.417581,6.985739,6
1,2022-12-13,10.216984,2,1,2022-12-13,6.701567,2,1,2022-12-13,8.78276,10.29121,2,1,2022-12-13,3.41476,9.172157,6.98897,2
1,2022-12-14,15.607878,4,1,2022-12-14,8.014852,4,1,2022-12-14,9.517803,10.151394,4,1,2022-12-14,3.402658,9.277243,6.995629,4
1,2022-12-15,5.821322,4,1,2022-12-15,7.403387,4,1,2022-12-15,8.630886,10.177635,4,1,2022-12-15,3.32979,9.733098,7.000486,4
1,2022-12-16,8.636,5,1,2022-12-16,6.75262,5,1,2022-12-16,9.037842,9.874163,5,1,2022-12-16,3.559996,9.718953,6.997412,5
1,2022-12-17,7.360916,11,1,2022-12-17,9.404021,11,1,2022-12-17,9.231232,9.8557,11,1,2022-12-17,3.56101,9.523907,6.990644,11
1,2022-12-18,10.271477,7,1,2022-12-18,7.545118,7,1,2022-12-18,9.025624,9.716185,7,1,2022-12-18,3.562405,9.651234,6.98512,7
1,2022-12-19,11.685755,11,1,2022-12-19,8.465797,11,1,2022-12-19,9.009522,10.268103,11,1,2022-12-19,3.563302,9.479343,6.981674,11
1,2022-12-20,4.01999,6,1,2022-12-20,8.600756,6,1,2022-12-20,8.65719,9.946625,6,1,2022-12-20,3.562234,9.547766,6.984515,6
1,2022-12-21,10.490439,5,1,2022-12-21,8.515857,5,1,2022-12-21,8.926934,9.76313,5,1,2022-12-21,3.561875,9.389355,6.994536,5
1,2022-12-22,6.107034,7,1,2022-12-22,6.441856,7,1,2022-12-22,8.515926,9.674715,7,1,2022-12-22,3.560985,9.397827,6.998768,7
1,2022-12-23,16.843151,7,1,2022-12-23,7.880065,7,1,2022-12-23,8.54111,9.815578,7,1,2022-12-23,3.682844,9.531756,6.990054,7
1,2022-12-24,10.316038,4,1,2022-12-24,8.927021,4,1,2022-12-24,8.935697,9.951803,4,1,2022-12-24,3.766616,9.408507,6.974946,4
1,2022-12-25,12.175711,4,1,2022-12-25,9.778793,4,1,2022-12-25,8.974935,10.073038,4,1,2022-12-25,3.471419,9.501095,6.968266,4
1,2022-12-26,13.032098,1,1,2022-12-26,7.120736,1,1,2022-12-26,9.220866,10.1455,1,1,2022-12-26,3.856656,9.4799,6.972195,1
1,2022-12-27,11.60668,4,1,2022-12-27,5.858244,4,1,2022-12-27,9.493132,10.856264,4,1,2022-12-27,3.152461,9.41033,6.981946,4
1,2022-12-28,5.736472,3,1,2022-12-28,5.430686,3,1,2022-12-28,9.38566,10.253525,3,1,2022-12-28,3.502202,9.507854,6.991155,3
1,2022-12-29,9.907012,4,1,2022-12-29,9.138817,4,1,2022-12-29,9.02067,10.180052,4,1,2022-12-29,3.724014,9.306923,6.990939,4
1,2022-12-30,10.197052,7,1,2022-12-30,10.072616,7,1,2022-12-30,9.123915,10.001072,7,1,2022-12-30,3.995613,9.361358,6.987151,7
1,2022-12-31,9.441321,4,1,2022-12-31,10.138056,4,1,2022-12-31,9.006487,10.368544,4,1,2022-12-31,3.994628,9.380025,6.985802,4
1,2023-01-01,11.595476,10,1,2023-01-01,8.53378,10,1,2023-01-01,9.605759,10.426731,10,1,2023-01-01,3.996377,9.272861,6.991428,10
1,2023-01-02,6.797232,2,1,2023-01-02,8.963089,2,1,2023-01-02,9.229155,10.685637,2,1,2023-01-02,3.998201,9.139257,7.001214,2
1,2023-01-03,12.237174,19,1,2023-01-03,8.269654,19,1,2023-01-03,9.198124,10.883268,19,1,2023-01-03,4.000926,9.502297,7.005778,19
1,2023-01-04,9.327272,7,1,2023-01-04,7.494768,7,1,2023-01-04,9.352515,10.381313,7,1,2023-01-04,4.001446,9.348612,7.00207,7
1,2023-01-05,7.715214,3,1,2023-01-05,8.162542,3,1,2023-01-05,9.323268,10.469561,3,1,2023-01-05,3.992584,8.153808,6.986048,3
1,2022-12-10,11.994345,5,1,2022-12-10,8.30833,5,1,2022-12-10,9.447886,10.025535,5,1,2022-12-10,3.155764,8.711232,6.992062,5
1,2022-12-11,11.996302,1,1,2022-12-11,7.918432,1,1,2022-12-11,9.629393,10.16939,1,1,2022-12-11,3.496641,9.334602,6.99217,1
1,2022-12-12,14.405731,6,1,2022-12-12,8.249272,6,1,2022-12-12,9.496847,10.02158,6,1,2022-12-12,3.503434,9.365133,6.98868,6
1,2022-12-13,11.199288,2,1,2022-12-13,8.362596,2,1,2022-12-13,9.882442,9.850914,2,1,2022-12-13,3.552122,9.087914,6.987248,2
1,2022-12-14,12.56292,4,1,2022-12-14,7.573553,4,1,2022-12-14,9.745544,9.825967,4,1,2022-12-14,3.267738,9.164409,6.990635,4
1,2022-12-15,6.75421,4,1,2022-12-15,8.71771,4,1,2022-12-15,9.624031,9.833839,4,1,2022-12-15,3.143062,9.316717,6.997349,4
1,2022-12-16,15.203624,5,1,2022-12-16,7.997044,5,1,2022-12-16,9.785546,9.648049,5,1,2022-12-16,3.298282,9.442713,7.001816,5
1,2022-12-17,11.304577,11,1,2022-12-17,5.965465,11,1,2022-12-17,9.635736,9.742309,11,1,2022-12-17,3.54338,9.198483,6.998388,11
1,2022-12-18,8.588978,7,1,2022-12-18,7.353593,7,1,2022-12-18,9.352059,9.771576,7,1,2022-12-18,3.544408,9.237103,6.991723,7
1,2022-12-19,15.488943,11,1,2022-12-19,7.215994,11,1,2022-12-19,9.355083,9.382849,11,1,2022-12-19,3.54583,9.442924,6.986658,11
1,2022-12-20,12.812532,6,1,2022-12-20,6.661758,6,1,2022-12-20,9.768393,9.585243,6,1,2022-12-20,3.546764,9.627951,6.983742,6
1,2022-12-21,8.584465,5,1,2022-12-21,7.335472,5,1,2022-12-21,9.597664,9.870743,5,1,2022-12-21,3.545685,9.553845,6.986933,5
1,2022-12-22,5.240349,7,1,2022-12-22,8.959942,7,1,2022-12-22,9.516579,9.562117,7,1,2022-12-22,3.545297,9.367371,6.997022,7
1,2022-12-23,8.292143,7,1,2022-12-23,7.660641,7,1,2022-12-23,9.541298,9.369047,7,1,2022-12-23,3.358273,9.52802,7.000839,7
1,2022-12-24,15.270228,4,1,2022-12-24,6.740114,4,1,2022-12-24,10.153088,9.793249,4,1,2022-12-24,3.675314,9.359219,6.991936,4
1,2022-12-25,17.486496,4,1,2022-12-25,8.066792,4,1,2022-12-25,9.720873,9.549549,4,1,2022-12-25,3.576448,9.573589,6.976831,4
1,2022-12-26,10.13055,1,1,2022-12-26,7.293252,1,1,2022-12-26,9.570209,9.936761,1,1,2022-12-26,3.480054,9.565149,6.970204,1
1,2022-12-27,5.946134,4,1,2022-12-27,8.242893,4,1,2022-12-27,9.820657,9.690284,4,1,2022-12-27,4.018374,9.502176,6.974238,4
1,2022-12-28,8.201804,3,1,2022-12-28,8.212688,3,1,2022-12-28,10.088934,9.710553,3,1,2022-12-28,3.640839,9.543402,6.984076,3
1,2022-12-29,7.397348,4,1,2022-12-29,6.58162,4,1,2022-12-29,9.801516,9.814886,4,1,2022-12-29,3.790436,9.304249,6.992838,4
1,2022-12-30,7.281498,7,1,2022-12-30,7.749527,7,1,2022-12-30,10.047516,9.840714,7,1,2022-12-30,3.298852,9.278309,6.992024,7
1,2022-12-31,9.297062,4,1,2022-12-31,8.151949,4,1,2022-12-31,9.871102,9.883599,4,1,2022-12-31,3.998286,9.466903,6.988072,4
1,2023-01-01,15.289979,10,1,2023-01-01,7.217346,10,1,2023-01-01,9.688845,9.819304,10,1,2023-01-01,3.997113,9.575626,6.986916,10
