event_date,country,fatalities,year,month,year_month
2024-11-29,honduras,1,2024,Nov,2024-11
2024-11-29,iraq,0,2024,Nov,2024-11
2024-11-29,israel,0,2024,Nov,2024-11
2024-11-29,kenya,0,2024,Nov,2024-11
2024-11-29,nigeria,0,2024,Nov,2024-11
2024-11-29,south africa,0,2024,Nov,2024-11
2024-11-29,yemen,0,2024,Nov,2024-11
2024-11-29,finland,0,2024,Nov,2024-11
2024-11-29,spain,0,2024,Nov,2024-11
2024-11-29,france,0,2024,Nov,2024-11
2024-11-29,india,0,2024,Nov,2024-11
2024-11-29,india,0,2024,Nov,2024-11
2024-11-29,india,0,2024,Nov,2024-11
2024-11-29,india,0,2024,Nov,2024-11
2024-11-29,india,0,2024,Nov,2024-11
2024-11-29,italy,0,2024,Nov,2024-11
2024-11-29,italy,0,2024,Nov,2024-11
2024-11-29,sweden,0,2024,Nov,2024-11
2024-11-29,sweden,0,2024,Nov,2024-11
2024-11-29,sweden,0,2024,Nov,2024-11
2024-11-28,brazil,1,2024,Nov,2024-11
2024-11-28,honduras,1,2024,Nov,2024-11
2024-11-28,kenya,0,2024,Nov,2024-11
2024-11-28,mexico,1,2024,Nov,2024-11
2024-11-28,mexico,1,2024,Nov,2024-11
2024-11-28,south africa,0,2024,Nov,2024-11
2024-11-28,south africa,0,2024,Nov,2024-11
2024-11-28,venezuela,0,2024,Nov,2024-11
2024-11-28,austria,0,2024,Nov,2024-11
2024-11-28,germany,0,2024,Nov,2024-11
2024-11-28,greece,0,2024,Nov,2024-11
2024-11-28,india,0,2024,Nov,2024-11
2024-11-28,india,0,2024,Nov,2024-11
2024-11-28,india,0,2024,Nov,2024-11
2024-11-28,india,0,2024,Nov,2024-11
2024-11-28,india,0,2024,Nov,2024-11
2024-11-28,south korea,0,2024,Nov,2024-11
2024-11-28,south korea,0,2024,Nov,2024-11
2024-11-28,poland,0,2024,Nov,2024-11
2024-11-27,bolivia,0,2024,Nov,2024-11
2024-11-27,brazil,0,2024,Nov,2024-11
2024-11-27,honduras,0,2024,Nov,2024-11
2024-11-27,israel,0,2024,Nov,2024-11
2024-11-27,kenya,0,2024,Nov,2024-11
2024-11-27,mexico,0,2024,Nov,2024-11
2024-11-27,mexico,1,2024,Nov,2024-11
2024-11-27,palestine,0,2024,Nov,2024-11
2024-11-27,south africa,0,2024,Nov,2024-11
2024-11-27,south africa,0,2024,Nov,2024-11
2024-11-27,sudan,0,2024,Nov,2024-11
2024-11-27,turkey,0,2024,Nov,2024-11
2024-11-27,turkey,0,2024,Nov,2024-11
2024-11-27,afghanistan,0,2024,Nov,2024-11
2024-11-27,australia,0,2024,Nov,2024-11
2024-11-27,spain,0,2024,Nov,2024-11
2024-11-27,india,0,2024,Nov,2024-11
2024-11-27,india,0,2024,Nov,2024-11
2024-11-27,india,0,2024,Nov,2024-11
2024-11-27,india,0,2024,Nov,2024-11
2024-11-27,south korea,0,2024,Nov,2024-11
2024-11-27,myanmar,1,2024,Nov,2024-11
2024-11-27,philippines,0,2024,Nov,2024-11
2024-11-27,papua new guinea,0,2024,Nov,2024-11
2024-11-27,united states,0,2024,Nov,2024-11
2024-11-26,kenya,0,2024,Nov,2024-11
2024-11-26,mexico,0,2024,Nov,2024-11
2024-11-26,peru,0,2024,Nov,2024-11
2024-11-26,afghanistan,0,2024,Nov,2024-11
2024-11-26,indonesia,0,2024,Nov,2024-11
2024-11-26,indonesia,0,2024,Nov,2024-11
2024-11-26,indonesia,0,2024,Nov,2024-11
2024-11-26,indonesia,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,india,0,2024,Nov,2024-11
2024-11-26,south korea,0,2024,Nov,2024-11
2024-11-26,pakistan,0,2024,Nov,2024-11
2024-11-26,united states,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,argentina,0,2024,Nov,2024-11
2024-11-25,bolivia,0,2024,Nov,2024-11
2024-11-25,bolivia,0,2024,Nov,2024-11
2024-11-25,chile,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,colombia,0,2024,Nov,2024-11
2024-11-25,costa rica,0,2024,Nov,2024-11
2024-11-25,costa rica,0,2024,Nov,2024-11
2024-11-25,dominican republic,0,2024,Nov,2024-11
2024-11-25,ecuador,0,2024,Nov,2024-11
2024-11-25,ecuador,0,2024,Nov,2024-11
2024-11-25,guatemala,0,2024,Nov,2024-11
2024-11-25,guatemala,0,2024,Nov,2024-11
2024-11-25,guatemala,0,2024,Nov,2024-11
2024-11-25,iraq,0,2024,Nov,2024-11
2024-11-25,israel,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,kenya,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,mexico,0,2024,Nov,2024-11
2024-11-25,morocco,0,2024,Nov,2024-11
2024-11-25,morocco,0,2024,Nov,2024-11
2024-11-25,morocco,0,2024,Nov,2024-11
2024-11-25,mozambique,0,2024,Nov,2024-11
2024-11-25,nigeria,0,2024,Nov,2024-11
2024-11-25,nigeria,0,2024,Nov,2024-11
2024-11-25,nigeria,0,2024,Nov,2024-11
2024-11-25,paraguay,0,2024,Nov,2024-11
2024-11-25,paraguay,0,2024,Nov,2024-11
2024-11-25,paraguay,0,2024,Nov,2024-11
2024-11-25,paraguay,0,2024,Nov,2024-11
2024-11-25,peru,0,2024,Nov,2024-11
2024-11-25,peru,0,2024,Nov,2024-11
2024-11-25,peru,0,2024,Nov,2024-11
2024-11-25,palestine,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,south africa,0,2024,Nov,2024-11
2024-11-25,el salvador,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,turkey,0,2024,Nov,2024-11
2024-11-25,uruguay,0,2024,Nov,2024-11
2024-11-25,venezuela,0,2024,Nov,2024-11
2024-11-25,armenia,0,2024,Nov,2024-11
2024-11-25,austria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,bulgaria,0,2024,Nov,2024-11
2024-11-25,canada,0,2024,Nov,2024-11
2024-11-25,switzerland,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,germany,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,spain,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,france,0,2024,Nov,2024-11
2024-11-25,united kingdom,0,2024,Nov,2024-11
2024-11-25,united kingdom,0,2024,Nov,2024-11
2024-11-25,united kingdom,0,2024,Nov,2024-11
2024-11-25,greece,0,2024,Nov,2024-11
2024-11-25,greece,0,2024,Nov,2024-11
2024-11-25,greece,0,2024,Nov,2024-11
2024-11-25,indonesia,0,2024,Nov,2024-11
2024-11-25,indonesia,0,2024,Nov,2024-11
2024-11-25,india,0,2024,Nov,2024-11
2024-11-25,india,0,2024,Nov,2024-11
2024-11-25,india,0,2024,Nov,2024-11
2024-11-25,india,0,2024,Nov,2024-11
2024-11-25,india,0,2024,Nov,2024-11
2024-11-25,ireland,0,2024,Nov,2024-11
2024-11-25,iceland,0,2024,Nov,2024-11
2024-11-25,iceland,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,italy,0,2024,Nov,2024-11
2024-11-25,japan,0,2024,Nov,2024-11
2024-11-25,malta,0,2024,Nov,2024-11
2024-11-25,myanmar,0,2024,Nov,2024-11
2024-11-25,norway,0,2024,Nov,2024-11
2024-11-25,norway,0,2024,Nov,2024-11
2024-11-25,norway,0,2024,Nov,2024-11
2024-11-25,pakistan,0,2024,Nov,2024-11
2024-11-25,serbia,0,2024,Nov,2024-11
2024-11-25,sweden,0,2024,Nov,2024-11
2024-11-25,sweden,0,2024,Nov,2024-11
2024-11-25,sweden,0,2024,Nov,2024-11
2024-11-25,taiwan,0,2024,Nov,2024-11
2024-11-25,taiwan,0,2024,Nov,2024-11
2024-11-24,argentina,0,2024,Nov,2024-11
2024-11-24,argentina,0,2024,Nov,2024-11
2024-11-24,democratic republic of congo,0,2024,Nov,2024-11
2024-11-24,iran,0,2024,Nov,2024-11
2024-11-24,iraq,0,2024,Nov,2024-11
2024-11-24,mexico,0,2024,Nov,2024-11
2024-11-24,mexico,0,2024,Nov,2024-11
2024-11-24,morocco,0,2024,Nov,2024-11
2024-11-24,morocco,0,2024,Nov,2024-11
2024-11-24,panama,0,2024,Nov,2024-11
2024-11-24,syria,1,2024,Nov,2024-11
2024-11-24,turkey,0,2024,Nov,2024-11
2024-11-24,turkey,0,2024,Nov,2024-11
2024-11-24,venezuela,0,2024,Nov,2024-11
2024-11-24,venezuela,0,2024,Nov,2024-11
2024-11-24,afghanistan,0,2024,Nov,2024-11
2024-11-24,belgium,0,2024,Nov,2024-11
2024-11-24,cyprus,0,2024,Nov,2024-11
2024-11-24,germany,0,2024,Nov,2024-11
2024-11-24,spain,0,2024,Nov,2024-11
2024-11-24,france,0,2024,Nov,2024-11
2024-11-24,georgia,0,2024,Nov,2024-11
2024-11-24,india,0,2024,Nov,2024-11
2024-11-24,india,0,2024,Nov,2024-11
2024-11-24,india,0,2024,Nov,2024-11
2024-11-23,colombia,1,2024,Nov,2024-11
2024-11-23,colombia,1,2024,Nov,2024-11
2024-11-23,mexico,1,2024,Nov,2024-11
2024-11-23,mexico,1,2024,Nov,2024-11
2024-11-23,peru,0,2024,Nov,2024-11
2024-11-23,peru,0,2024,Nov,2024-11
2024-11-23,south africa,2,2024,Nov,2024-11
2024-11-23,south africa,0,2024,Nov,2024-11
2024-11-23,turkey,0,2024,Nov,2024-11
2024-11-23,turkey,0,2024,Nov,2024-11
2024-11-23,turkey,0,2024,Nov,2024-11
2024-11-23,turkey,0,2024,Nov,2024-11
2024-11-23,turkey,0,2024,Nov,2024-11
2024-11-23,austria,0,2024,Nov,2024-11
2024-11-23,switzerland,0,2024,Nov,2024-11
2024-11-23,germany,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,france,0,2024,Nov,2024-11
2024-11-23,united kingdom,0,2024,Nov,2024-11
2024-11-23,hungary,0,2024,Nov,2024-11
2024-11-23,india,0,2024,Nov,2024-11
2024-11-23,india,0,2024,Nov,2024-11
2024-11-23,india,0,2024,Nov,2024-11
2024-11-23,italy,0,2024,Nov,2024-11
2024-11-23,italy,0,2024,Nov,2024-11
2024-11-23,italy,0,2024,Nov,2024-11
2024-11-23,luxembourg,0,2024,Nov,2024-11
2024-11-23,portugal,0,2024,Nov,2024-11
2024-11-23,reunion,0,2024,Nov,2024-11
2024-11-23,united states,0,2024,Nov,2024-11
2024-11-23,united states,0,2024,Nov,2024-11
2024-11-22,argentina,0,2024,Nov,2024-11
2024-11-22,mexico,1,2024,Nov,2024-11
2024-11-22,mexico,0,2024,Nov,2024-11
2024-11-22,mexico,0,2024,Nov,2024-11
2024-11-22,south africa,0,2024,Nov,2024-11
2024-11-22,yemen,0,2024,Nov,2024-11
2024-11-22,yemen,0,2024,Nov,2024-11
2024-11-22,yemen,0,2024,Nov,2024-11
2024-11-22,yemen,0,2024,Nov,2024-11
2024-11-22,australia,0,2024,Nov,2024-11
2024-11-22,belgium,0,2024,Nov,2024-11
2024-11-22,spain,0,2024,Nov,2024-11
2024-11-22,india,0,2024,Nov,2024-11
2024-11-22,india,0,2024,Nov,2024-11
2024-11-22,india,0,2024,Nov,2024-11
2024-11-22,montenegro,0,2024,Nov,2024-11
2024-11-22,sri lanka,0,2024,Nov,2024-11
2024-11-22,sweden,0,2024,Nov,2024-11
2024-11-22,sweden,0,2024,Nov,2024-11
2024-11-22,sweden,0,2024,Nov,2024-11
2024-11-22,sweden,0,2024,Nov,2024-11
2024-11-22,taiwan,0,2024,Nov,2024-11
2024-11-22,kosovo,0,2024,Nov,2024-11
2024-11-22,colombia,0,2024,Nov,2024-11
2024-11-22,mexico,0,2024,Nov,2024-11
2024-11-22,mozambique,0,2024,Nov,2024-11
2024-11-22,nigeria,0,2024,Nov,2024-11
2024-11-22,south africa,0,2024,Nov,2024-11
2024-11-22,china,0,2024,Nov,2024-11
2024-11-22,india,0,2024,Nov,2024-11
2024-11-22,india,0,2024,Nov,2024-11
2024-11-22,italy,0,2024,Nov,2024-11
2024-11-21,chile,0,2024,Nov,2024-11
2024-11-21,mexico,0,2024,Nov,2024-11
2024-11-21,mexico,1,2024,Nov,2024-11
2024-11-21,mexico,0,2024,Nov,2024-11
2024-11-21,morocco,0,2024,Nov,2024-11
2024-11-21,nigeria,0,2024,Nov,2024-11
2024-11-21,nigeria,0,2024,Nov,2024-11
2024-11-21,peru,0,2024,Nov,2024-11
2024-11-21,south africa,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,yemen,0,2024,Nov,2024-11
2024-11-21,united kingdom,0,2024,Nov,2024-11
2024-11-21,india,0,2024,Nov,2024-11
2024-11-21,india,0,2024,Nov,2024-11
2024-11-21,india,0,2024,Nov,2024-11
2024-11-21,italy,0,2024,Nov,2024-11
2024-11-21,south korea,0,2024,Nov,2024-11
2024-11-21,south korea,0,2024,Nov,2024-11
2024-11-21,south korea,0,2024,Nov,2024-11
2024-11-21,united states,0,2024,Nov,2024-11
2024-11-21,united states,0,2024,Nov,2024-11
2024-11-21,germany,0,2024,Nov,2024-11
2024-11-21,germany,0,2024,Nov,2024-11
2024-11-21,rwanda,0,2024,Nov,2024-11
2024-11-21,sudan,0,2024,Nov,2024-11
2024-11-21,taiwan,0,2024,Nov,2024-11
2024-11-20,brazil,1,2024,Nov,2024-11
2024-11-20,brazil,0,2024,Nov,2024-11
2024-11-20,honduras,2,2024,Nov,2024-11
2024-11-20,mexico,0,2024,Nov,2024-11
2024-11-20,mexico,1,2024,Nov,2024-11
2024-11-20,mexico,0,2024,Nov,2024-11
2024-11-20,mexico,0,2024,Nov,2024-11
2024-11-20,mexico,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,yemen,0,2024,Nov,2024-11
2024-11-20,albania,0,2024,Nov,2024-11
2024-11-20,spain,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,india,0,2024,Nov,2024-11
2024-11-20,kazakhstan,0,2024,Nov,2024-11
2024-11-20,south korea,0,2024,Nov,2024-11
2024-11-20,south korea,0,2024,Nov,2024-11
2024-11-20,south korea,0,2024,Nov,2024-11
2024-11-20,south korea,0,2024,Nov,2024-11
2024-11-20,united states,0,2024,Nov,2024-11
2024-11-20,israel,0,2024,Nov,2024-11
2024-11-20,mexico,0,2024,Nov,2024-11
2024-11-20,south africa,0,2024,Nov,2024-11
2024-11-20,myanmar,0,2024,Nov,2024-11
2024-11-20,united states,0,2024,Nov,2024-11
2024-11-19,brazil,1,2024,Nov,2024-11
2024-11-19,brazil,1,2024,Nov,2024-11
2024-11-19,colombia,0,2024,Nov,2024-11
2024-11-19,colombia,0,2024,Nov,2024-11
2024-11-19,kenya,0,2024,Nov,2024-11
2024-11-19,mexico,1,2024,Nov,2024-11
2024-11-19,mexico,0,2024,Nov,2024-11
2024-11-19,mexico,1,2024,Nov,2024-11
2024-11-19,mexico,0,2024,Nov,2024-11
2024-11-19,south sudan,1,2024,Nov,2024-11
2024-11-19,sudan,0,2024,Nov,2024-11
2024-11-19,syria,0,2024,Nov,2024-11
2024-11-19,yemen,0,2024,Nov,2024-11
2024-11-19,france,0,2024,Nov,2024-11
2024-11-19,french guiana,0,2024,Nov,2024-11
2024-11-19,india,0,2024,Nov,2024-11
2024-11-19,india,0,2024,Nov,2024-11
2024-11-19,india,0,2024,Nov,2024-11
2024-11-19,south korea,0,2024,Nov,2024-11
