timestamps,actual,predict
2024-08-02,27.0,27.0
2024-08-03,38.0,38.0
2024-08-04,9.0,9.0
2024-08-05,26.0,26.0
2024-08-06,20.0,20.0
2024-08-07,29.0,29.0
2024-08-08,18.0,18.0
2024-08-09,29.0,29.0
2024-08-10,29.0,29.0
2024-08-11,28.0,28.0
2024-08-12,19.0,19.0
2024-08-13,25.0,25.0
2024-08-14,19.0,19.0
2024-08-15,22.0,22.0
2024-08-16,36.0,36.0
2024-08-17,37.0,37.0
2024-08-18,21.0,21.0
2024-08-19,24.0,24.0
2024-08-20,31.0,31.0
2024-08-21,23.0,23.0
2024-08-22,26.0,26.0
2024-08-23,26.0,26.0
2024-08-24,18.0,18.0
2024-08-25,19.0,19.0
2024-08-26,23.0,23.0
2024-08-27,27.0,27.0
2024-08-28,32.0,32.0
2024-08-29,24.0,24.0
2024-08-30,30.0,30.0
2024-08-31,27.0,27.0
2024-09-01,17.0,17.0
2024-09-02,19.0,19.0
2024-09-03,46.0,46.0
2024-09-04,42.0,42.0
2024-09-05,18.0,18.0
2024-09-06,27.0,27.0
2024-09-07,145.0,145.0
2024-09-08,31.0,31.0
2024-09-09,48.0,48.0
2024-09-10,40.0,40.0
2024-09-11,31.0,31.0
2024-09-12,37.0,37.0
2024-09-13,31.0,31.0
2024-09-14,52.0,52.0
2024-09-15,27.0,27.0
2024-09-16,23.0,23.0
2024-09-17,13.0,13.0
2024-09-18,26.0,26.0
2024-09-19,28.0,28.0
2024-09-20,27.0,27.0
2024-09-21,62.0,62.0
2024-09-22,25.0,25.0
2024-09-23,27.0,27.0
2024-09-24,19.0,19.0
2024-09-25,17.0,17.0
2024-09-26,22.0,22.0
2024-09-27,17.0,22.323
2024-09-28,56.0,41.725
2024-09-29,18.0,22.554
2024-09-30,35.0,28.432
2024-10-01,13.0,21.407
2024-10-02,24.0,24.237
2024-10-03,31.0,26.762
2024-10-04,42.0,32.224
2024-10-05,23.0,23.94
2024-10-06,15.0,21.864
2024-10-07,74.0,57.615
2024-10-08,21.0,23.35
2024-10-09,28.0,25.595
2024-10-10,29.0,25.974
2024-10-11,37.0,29.433
2024-10-12,30.0,26.365
2024-10-13,28.0,25.595
2024-10-14,24.0,24.237
2024-10-15,25.0,24.537
2024-10-16,22.0,23.644
2024-10-17,28.0,25.595
2024-10-18,20.0,23.056
2024-10-19,42.0,32.224
2024-10-20,13.0,21.407
2024-10-21,26.0,24.851
2024-10-22,21.0,23.35
2024-10-23,13.0,21.407
2024-10-24,34.0,27.964
