timestamps,actual,predict
2024-08-30,30.0,30.0
2024-08-31,27.0,27.0
2024-09-01,17.0,17.0
2024-09-02,19.0,19.0
2024-09-03,46.0,46.0
2024-09-04,42.0,42.0
2024-09-05,18.0,18.0
2024-09-06,27.0,27.0
2024-09-07,145.0,145.0
2024-09-08,31.0,31.0
2024-09-09,48.0,48.0
2024-09-10,40.0,40.0
2024-09-11,31.0,31.0
2024-09-12,37.0,37.0
2024-09-13,31.0,31.0
2024-09-14,52.0,52.0
2024-09-15,27.0,27.0
2024-09-16,23.0,23.0
2024-09-17,13.0,13.0
2024-09-18,26.0,26.0
2024-09-19,28.0,28.0
2024-09-20,27.0,27.0
2024-09-21,62.0,62.0
2024-09-22,25.0,25.0
2024-09-23,27.0,27.0
2024-09-24,19.0,19.0
2024-09-25,17.0,17.0
2024-09-26,22.0,22.0
2024-09-27,17.0,17.0
2024-09-28,56.0,56.0
2024-09-29,18.0,18.0
2024-09-30,35.0,35.0
2024-10-01,13.0,13.0
2024-10-02,24.0,24.0
2024-10-03,31.0,31.0
2024-10-04,42.0,42.0
2024-10-05,23.0,23.0
2024-10-06,15.0,15.0
2024-10-07,74.0,74.0
2024-10-08,21.0,21.0
2024-10-09,28.0,28.0
2024-10-10,29.0,29.0
2024-10-11,37.0,37.0
2024-10-12,30.0,30.0
2024-10-13,28.0,28.0
2024-10-14,24.0,24.0
2024-10-15,25.0,25.0
2024-10-16,22.0,22.0
2024-10-17,28.0,28.0
2024-10-18,20.0,20.0
2024-10-19,42.0,42.0
2024-10-20,13.0,13.0
2024-10-21,26.0,26.0
2024-10-22,21.0,21.0
2024-10-23,13.0,13.0
2024-10-24,34.0,34.0
2024-10-25,23.0,25.927
2024-10-26,18.0,24.595
2024-10-27,14.0,23.735
2024-10-28,26.0,26.866
2024-10-29,22.0,25.651
2024-10-30,18.0,24.595
2024-10-31,18.0,24.595
2024-11-01,17.0,24.372
2024-11-02,37.0,31.734
2024-11-03,12.0,23.319
2024-11-04,20.0,25.102
2024-11-05,25.0,26.53
2024-11-06,21.0,25.376
2024-11-07,19.0,24.839
2024-11-08,25.0,26.53
2024-11-09,33.0,29.717
2024-11-10,22.0,25.651
2024-11-11,26.0,26.866
2024-11-12,30.0,28.372
2024-11-13,22.0,25.651
2024-11-14,24.0,26.203
2024-11-15,21.0,25.376
2024-11-16,21.0,25.376
2024-11-17,30.0,28.372
2024-11-18,27.0,27.203
2024-11-19,22.0,25.651
2024-11-20,39.0,32.802
2024-11-21,35.0,30.688
