unique_id,ds,NLinear,actual,unique_id,ds,DLinear,actual,unique_id,ds,NBEATS,NHITS,actual,unique_id,ds,Informer,Autoformer,VanillaTransformer,actual
1,2022-12-28,64.741936,14,1,2022-12-28,41.068695,14,1,2022-12-28,38.981495,37.994095,14,1,2022-12-28,6.669391,49.28276,39.03246,14
1,2022-12-29,48.86123,23,1,2022-12-29,42.43555,23,1,2022-12-29,38.53289,39.828163,23,1,2022-12-29,6.505832,49.988293,39.066174,23
1,2022-12-30,63.84716,22,1,2022-12-30,47.04055,22,1,2022-12-30,37.088615,37.79093,22,1,2022-12-30,6.35083,53.706924,38.484673,22
1,2022-12-31,37.620872,21,1,2022-12-31,38.48511,21,1,2022-12-31,39.061172,40.24363,21,1,2022-12-31,6.298878,50.35201,37.674667,21
1,2023-01-01,73.79996,23,1,2023-01-01,42.371483,23,1,2023-01-01,44.923306,42.306313,23,1,2023-01-01,6.347558,50.613174,37.84844,23
1,2023-01-02,45.942753,14,1,2023-01-02,50.273003,14,1,2023-01-02,41.852375,42.196278,14,1,2023-01-02,6.533359,45.8061,38.343346,14
1,2023-01-03,57.91965,16,1,2023-01-03,47.343624,16,1,2023-01-03,37.52065,39.742634,16,1,2023-01-03,6.63037,48.899727,38.597214,16
1,2023-01-04,53.8619,25,1,2023-01-04,43.59523,25,1,2023-01-04,37.71694,39.27482,25,1,2023-01-04,6.845114,49.073116,38.66446,25
1,2023-01-05,42.09302,20,1,2023-01-05,46.22458,20,1,2023-01-05,41.46337,38.960354,20,1,2023-01-05,6.845196,49.417126,38.61264,20
1,2023-01-06,73.579994,23,1,2023-01-06,39.888386,23,1,2023-01-06,40.195053,37.79897,23,1,2023-01-06,6.845254,49.289448,38.503696,23
1,2023-01-07,52.23239,39,1,2023-01-07,46.502934,39,1,2023-01-07,40.68451,39.197006,39,1,2023-01-07,6.845324,48.638027,38.501705,39
1,2023-01-08,44.48095,64,1,2023-01-08,41.3101,64,1,2023-01-08,44.385036,40.33699,64,1,2023-01-08,6.845472,50.9884,38.582676,64
1,2023-01-09,60.87832,38,1,2023-01-09,36.78064,38,1,2023-01-09,40.91815,41.361233,38,1,2023-01-09,6.845542,50.4636,38.71481,38
1,2023-01-10,45.15112,30,1,2023-01-10,44.30759,30,1,2023-01-10,40.348568,40.234165,30,1,2023-01-10,6.843556,45.743267,38.23647,30
1,2022-12-15,55.69934,30,1,2022-12-15,42.44162,30,1,2022-12-15,34.24114,27.439342,30,1,2022-12-15,6.45906,46.21085,36.419285,30
1,2022-12-16,54.392876,22,1,2022-12-16,50.150414,22,1,2022-12-16,39.085163,29.904356,22,1,2022-12-16,6.413866,44.803833,38.326416,22
1,2022-12-17,54.132626,37,1,2022-12-17,43.6359,37,1,2022-12-17,40.442158,31.140612,37,1,2022-12-17,6.472746,45.501072,38.547276,37
1,2022-12-18,60.37268,20,1,2022-12-18,44.420666,20,1,2022-12-18,36.480328,30.96193,20,1,2022-12-18,6.267946,46.57664,38.911736,20
